REEF-No,NAME,FORMATION,SYSTEM,SERIES,INTERVAL,LAT,LON,PALEO-LAT,PALEO-LON,REF,BIOTA MAIN,BIOTA SEC,COUNTRY,PBDB,REMARKS
185,"Shubenacadie, Nova Scotia",Gays River,Carboniferous,Mississippian,early to middle Visean,45.0833,-63.4167,-15.4962,-13.2496,172,Algae,,Canada,,read more
186,"Windsor, Nova Scotia",Miller Creek,Carboniferous,Mississippian,middle-upper Visean,45,-64.15,-15.9999,-14.3209,173,Bryozoans,,Canada,,read more
187,"Raanes Peninsula I, Ellesmere Island, Nunavut",Nansen,Carboniferous,,Moscovian/Sakmarian,78.3667,-85.9,27.4896,-0.418599,174,Algae,,Canada,,read more
188,"Raanes Peninsula II, Ellesmere Island, Nunavut",Nansen,Carboniferous,,Moscovian/Sakmarian,78.1333,-85.6667,27.2905,-0.565988,174,Algae,,Canada,,read more
189,"Bunde Fjord, Axel Heib. Is.",,Carboniferous,,Moscovian/Sakmarian,80.4667,-94.4667,30.0466,0.225547,174,Algae,,Canada,,read more
190,"Raanes Peninsula III, Ellesmere Island, Nunavut",,Permian,Cisuralian,upper Sakmarian,78.3667,-85.9167,30.4192,-0.135369,175,Bryozoans,,Canada,76088,read more
191,"Blind Fjord, Raanes Penins., Ellesmere Isl., Nunav",Great Bear Cape,Permian,Cisuralian,Early to upper Artinskian,78.35,-85.7,32.7066,1.45118,176,Bryozoans,,Canada,76095,read more
192,"Raanes Peninsula V, Ellesmere Isl., Nunavut",Great Bear Cape,Permian,Cisuralian,Artinskian,78.45,-85.7667,32.7879,1.52222,176,Bryozoans,,Canada,,read more
193,"Sotong B1, offshore",Sotong Limestone,Triassic,Upper Triassic,Norian,4.8769,104.7997,11.0348,97.9021,178,Calcisponges,,Malaysia,36890,read more
194,Okumino,,Permian,Cisuralian,Sakmarian,35.7,136.7667,13.9586,107.675,179,Tubiphytes,,Japan,75746,read more
195,"Wengdao, Guizhou",,Carboniferous,Pennsylvanian,Gzhelian,25.5,106.0333,-12.1752,98.0459,180,Algae,,China,76758,read more
196,"Ziyundong, Ziyun Co., Guizhou",Houziguan Limestone,Permian,Guadalupian,Maokouan,25.8278,106.0361,-5.69934,97.7003,181,Calcisponges,,China,47456,read more
197,"Ziyun County, Guizhou",Shitouzhai,Permian,Lopingian,Changhsingian,25.8417,106.0944,4.53774,97.8766,181,Calcisponges,,China,47457,read more
198,"Maltby, England",,Permian,Lopingian,Zechstein 1,53.4333,-1.1833,16.6459,14.5173,182,Bryozoans,,United Kingdom,,read more
199,"Aberford, England",Cadeby,Permian,Lopingian,Zechstein 1,53.85,-1.5,16.9601,14.9566,182,Bryozoans,,United Kingdom,63887,read more
200,Djebel Tebaga,,Permian,Guadalupian,Wordian,33.4333,10.3,-7.00595,18.5345,184,Calcisponges,,Tunisia,41658,read more
201,Birkat al Mawz,Misfah,Triassic,Upper Triassic,upper Carnian,22.8139,57.8194,-16.1554,47.3916,818,Calcisponges,,Oman,24309,read more
202,"Jebel Wasa north, Oman Mountains",Jebel Wasa,Triassic,Upper Triassic,middle Carnian,24.7083,55.8667,-15.6558,46.852,818,Calcisponges,,Oman,24305,read more
204,Marcali,,Triassic,Middle Triassic,Ladinian/Carnian,46.6,17.5,7.78108,25.7738,189,Calcisponges,,Hungary,,read more
205,Grigna,,Triassic,Middle Triassic,Ladinian,45.9167,9.4,8.235,20.6649,190,Microbes,,Italy,,read more
206,Phatthalung,Chaiburi,Triassic,Upper Triassic,middle-late Carnian,7.1167,100.1667,2.46945,93.3833,191,Corals,,Thailand,34566,read more
207,"Lake Tobe, Sumatra",,Triassic,Middle Triassic,Ladinian/Carnian,2.5,99,-4.7167,98.3061,192,Corals,,Indonesia,,read more
208,"Val Adrara and others, Lombardia",Calcare di Zu,Triassic,Upper Triassic,Rhaetian,45.7167,9.9667,32.032,12.0852,2375,Corals,,Italy,38128,read more
209,"Pogorzyce, Silesia",Karchowice Beds,Triassic,Middle Triassic,upper Anisian,50.0833,19.5,18.6643,24.9356,195,Corals,,Poland,34732,read more
210,Iwaizaki,Iwaizaki Limestone,Permian,Guadalupian,Wordian-Capitanian,38.8833,141.6,22.2463,120.462,196,Corals,,Japan,24126,read more
212,Korfu,,Triassic,Upper Triassic,Rhaetian,39.75,19.8333,23.2015,15.6459,198,Corals,,Greece,,read more
214,"Shachtau, Sterlitamak, Bashkiria",,Permian,Cisuralian,Asselian-Sakmarian,53.6167,56.0833,23.0103,41.8586,200,Tubiphytes,,Russia,75594,read more
215,"Sarginsk, Urals",,Permian,Cisuralian,middle Artinskian,58.5,56.4833,28.3609,40.8759,200,Bryozoans,,Russia,,read more
216,"Sylvinsk, Urals",,Permian,Cisuralian,Artinskian,57.1667,57.3667,27.8229,42.3579,200,Tubiphytes,,Russia,,read more
217,"Ufa River, Urals",,Permian,Cisuralian,Kungurian,55.4167,56.7333,28.437,47.0751,200,Microbes,,Russia,,read more
218,"Zhilyanka, Aktyubinsk",,Permian,Cisuralian,Kungurian,50.2667,57.2167,24.8647,51.2399,201,Microbes,,Kazakhstan,,read more
219,"Sitorman, Dobrogea",,Jurassic,Upper Jurassic,Oxfordian/Kimmeridgian,44.3667,28.5333,37.0873,35.0334,202,Corals,,Romania,,read more
220,Tokyo,,Permian,Guadalupian,Midian,35.6667,139.75,21.2116,117.766,203,Corals,,Japan,,read more
221,"Buffalo, Kansas",,Carboniferous,Pennsylvanian,Missourian,37.7167,-95.7167,-3.3735,-28.4064,204,Algae,,United States,,read more
222,"Jianshuigou - Chunmuping Reefs, Chuenmuping, Sichuan",Changxing,Permian,Lopingian,Changhsingian,30.2,106.8,8.40483,95.7584,205,Calcisponges,,China,47459,read more
223,"Jiantianba, Hubei",Changxing,Permian,Lopingian,Changhsingian,30.4833,109.05,9.81039,97.1453,205,Calcisponges,,China,74928,read more
224,"Xiangbo, Longlin County, Guangxi",Changxing,Permian,Lopingian,Changhsingian,24.9167,105.3333,3.38518,97.869,206,Calcisponges,,China,47449,read more
225,"Xiangbo II, Longlin County, Guangxi",Maokou,Permian,Guadalupian,Maokouan,24.9,105.4167,-6.7819,97.654,206,Calcisponges,,China,47454,read more
226,"Dongnameng, Guangnan, Yunnan",Maokou,Permian,Guadalupian,Maokouan,24.0167,105.0833,-7.70305,97.8095,208,Calcisponges,,China,47455,read more
227,"Kemnitz Field, New Mexico",,Permian,Cisuralian,Asselian,32.8167,-103.55,-2.84016,-35.8499,209,Tubiphytes,,United States,,read more
228,"Aneth Field, San Juan Canyon, Utah",Hermosa,Carboniferous,Pennsylvanian,Desmoinesian,37.1667,-109.8333,2.81267,-43.4709,210,Algae,,United States,,read more
229,Ba-id,,Permian,Guadalupian,Murghabian,23.1333,58.3333,-35.0964,53.5713,211,Calcisponges,,Oman,24325,read more
230,"Wadi Aday, Saih Hatat",,Permian,Guadalupian,Murghabian,23.5,58.6333,-34.7816,53.9782,211,Corals,,Oman,24326,read more
231,Rif,,Carboniferous,Mississippian,Serpukhovian,35.2667,-5.1333,-15.5585,-0.451504,213,Algae,,Morocco,76727,read more
232,"Bolshetirsky, Siberia",,Cambrian,Terreneuvian,Tommotian,59.3333,108.4167,-12.8638,-5.39648,214,Microbes,,Russia,80846,read more
233,"Srednebotuobinsky, Siberia",,Cambrian,Terreneuvian,Tommotian,61.6667,112.6667,-14.6444,-8.05076,214,Microbes,,Russia,80847,read more
234,"Dulisminsky, Siberia",,Cambrian,Terreneuvian,Tommotian,58,109,-11.4973,-5.34925,214,Microbes,,Russia,80848,read more
235,"Monte Lieggio, Salerno",,Triassic,Upper Triassic,Norian,40.7417,14.9,19.335,13.8681,215,"Serpulids, worms, vermetids",,Italy,73879,read more
236,Valdeteja,Valdeteja,Carboniferous,Mississippian,Serpukhovian/Bashkirian,42.9167,-5.3917,-10.8086,7.65982,217,Algae,,Spain,76870,read more
237,Valdeteja II,Valdeteja,Carboniferous,Mississippian,Serpukhovian/Bashkirian,42.9167,-5.3667,-10.818,7.67584,217,Microbes,,Spain,76871,read more
238,Rudnig Sattle,,Carboniferous,Pennsylvanian,Stephanian,46.55,13.2167,-12.5544,23.3963,219,Algae,,Austria,49710,read more
239,Herrlingen,,Jurassic,Upper Jurassic,Kimmeridgian,48.4056,9.8972,39.8784,18.0247,220,Siliceous sponges,,Germany,68425,read more
240,"Torinosu, Sakawa, Shikoku",Torinosu,Jurassic,Upper Jurassic,Tithonian/Berriasian,33.5,133.2667,40.2331,135.517,222,Corals,,Japan,68310,read more
241,Immouzer,,Jurassic,Upper Jurassic,Oxfordian,30.6667,-9.5,28.3536,-7.60555,223,Corals,,Morocco,,read more
242,Diezma,,Carboniferous,Mississippian,Serpukhovian,37.9,-4.01,-16.2416,5.65496,224,Algae,,Spain,76854,read more
243,Marbella,,Carboniferous,Mississippian,Serpukhovian,37.01,-5.01,-16.601,4.46948,224,Corals,,Spain,76855,read more
244,"Bianyang, Ziyun County, Guizhou",Mobo,Permian,Lopingian,Changhsingian,25.65,106.5833,4.64561,98.3461,225,Calcisponges,,China,47458,read more
245,"Hanlong, Guizhou",,Permian,Lopingian,Wuchiapingian,25.6833,106.8833,1.8256,99.0444,225,Corals,,China,,read more
246,"Madonie, Sicily",,Triassic,Upper Triassic,upper Norian,37.8014,13.9833,20.658,10.9147,34,Calcisponges,,Italy,38016,read more
247,Rötelstein,Plassenkalk,Jurassic,Upper Jurassic,upper Kimmeridgian,47.5833,13.9167,33.5373,23.0136,227,Stromatoporoids,,Austria,36222,read more
248,Krahstein,Plassenkalk,Jurassic,Upper Jurassic,upper Kimmeridgian,47.5833,13.9833,33.5072,23.0536,227,Stromatoporoids,,Austria,36223,read more
250,"Palazzo Adriano, Sicily",,Permian,Guadalupian,Wordian,37.7,13.3833,-4.96599,21.6947,230,Tubiphytes,,Italy,75474,read more
251,"Roccapalumba, Sicily",Lercara,Permian,Cisuralian,Artinskian,37.8,13.6333,-11.7437,19.3902,230,Algae,,Italy,75509,read more
252,"Wegener Halvo, Greenland",Wegener Halvo,Permian,Guadalupian,Wordian-Capitanian,71.7167,-23,27.8705,17.2359,232,Bryozoans,,Denmark,,read more
253,"N-Amdrup Land, Greenland",,Carboniferous,Pennsylvanian,Moscovian,80.6667,-17,23.0316,9.13849,233,Bryozoans,,Denmark,,read more
254,"S-Amdrup Land, Greenland",Kap Jungersen,Carboniferous,Pennsylvanian,lower Moscovian,80.8333,-16.8333,22.768,8.59276,2439,Bryozoans,,Denmark,,read more
255,Skyros,,Permian,Lopingian,Changhsingian,38.8667,24.5,-6.98681,28.5269,235,Calcisponges,,Greece,74927,read more
256,Nishino-dai,,Carboniferous,Pennsylvanian,upper Atokan,34.1833,131.15,10.3772,93.933,236,Corals,,Japan,,read more
257,Akiyoshi-dai,,Carboniferous,Mississippian,middle-upper Visean,34.2333,131.2167,-5.69054,78.0679,237,Corals,,Japan,,read more
258,"Minamidai, Akiyoshi-dai",,Carboniferous,Mississippian,Serpukhovian-Bashkirian,34.2,131.1667,4.67475,87.5865,238,Microbes,,Japan,76321,read more
259,"Ryugoho, Akiyoshi-dai",,Carboniferous,Mississippian,Serpukhovian-Bashkirian,34.2167,131.2,4.6873,87.6162,240,Microbes,,Japan,,read more
260,"Olinalá, Guerrero",Olinala,Permian,Guadalupian,Wordian-Capitanian,17.8,-98.7333,-5.27032,-41.6682,241,Tubiphytes,,Mexico,75577,read more
261,"Klamath Mountains, California",,Permian,Cisuralian,Asselian,40.8667,-122.2833,11.5476,-44.173,242,Algae,,United States,75627,read more
263,Baske Ostarije,,Permian,Guadalupian,Wordian,44.5,15.2333,-1.34879,27.6285,245,Corals,,Croatia,62289,read more
264,Baske Ostarije II,,Permian,Guadalupian,Wordian,44.5167,15.225,-1.33296,27.6365,245,Bryozoans,,Croatia,75510,read more
265,Baske Ostarije III,,Permian,Guadalupian,Wordian,44.5083,15.2167,-1.33449,27.6264,245,Calcisponges,,Croatia,62290,read more
266,Azizia,,Triassic,Upper Triassic,Carnian,32.5,13.0167,3.57066,13.192,246,Algae,,Libya,,read more
267,"Hidaka, Hokkaido",,Triassic,Upper Triassic,Carnian,42.8833,142.4667,44.2217,129.421,30,Calcisponges,,Japan,,read more
268,Naybandan,Nayband,Triassic,Upper Triassic,upper Norian,32.5,57.5667,-12.2022,43.8989,249,Calcisponges,,Iran,36869,read more
269,"Straza, Bled",,Permian,Guadalupian,Wordian,46.3708,14.1139,0.506598,28.4497,250,Calcisponges,,Slovenia,36241,read more
270,Bohinjska Bela,,Permian,Guadalupian,Wordian,46.35,14.0708,0.514205,28.4142,250,Calcisponges,,Slovenia,,read more
271,"Derbyshire, Great Britain",,Carboniferous,Mississippian,Brigantian,53.0833,-1.5,-5.2969,3.09585,252,Bryozoans,,United Kingdom,76172,read more
272,"Derbyshire II, Great Britain",,Carboniferous,Mississippian,Asbian-Brigantian,53.2,-1.7333,-5.7804,2.35906,252,Bryozoans,,United Kingdom,5965,read more
273,"El Nido, Philippines",,Permian,Guadalupian,Wordian,11.15,119.3333,-10.5365,102.468,253,Non-rudist bivalves,,Philippines,,read more
274,"Lake Cumberland, Kentucky",Fort Payne,Carboniferous,Mississippian,upper Osagean,36.95,-85.0167,-25.8457,-34.1423,254,Microbes,,United States,76446,read more
275,"Celina, Tennessee",Fort Payne,Carboniferous,Mississippian,upper Osagean,36.5333,-85.5,-26.0391,-34.7373,254,Echinoderms,,United States,,read more
276,"Sheep Draw and Dark Canyon, Capitan, New Mexico",Tansill,Permian,Guadalupian,Capitanian,32.3833,-104.3111,4.57686,-32.6325,255,Calcisponges,,United States,47475,read more
277,"Qincaiyuan, Ziyun, Guizhou",Jiyaopo,Permian,Lopingian,Wuchiapingian,25.75,106.0833,1.44924,98.4258,2617,Corals,,China,75027,read more
278,Lop Buri,,Permian,Guadalupian,Wordian,14.7167,100.9167,-17.6168,98.21,260,Corals,,Thailand,,read more
279,Phetchabun,,Permian,Guadalupian,Wordian,16.25,101.2667,-16.2718,97.3636,260,Corals,,Thailand,,read more
280,Phet Buri,,Permian,Guadalupian,Wordian,13.0167,99.9167,-29.8552,99.371,260,Corals,,Thailand,,read more
281,Lom Sak,,Permian,Guadalupian,Wordian,16.7333,101.4167,-15.8217,97.127,260,Corals,,Thailand,,read more
282,"Lemhi Range, Idaho",,Carboniferous,Pennsylvanian,Virgilian/Asselian,43.8167,-112.7833,11.2771,-37.5885,261,Algae,,United States,,read more
283,Bihendula,,Jurassic,Middle Jurassic,Callovian,10.1667,45.1667,-11.9541,29.8472,262,Corals,,Somalia,,read more
284,"Scorpion, Tularosa, New Mexico",,Permian,Cisuralian,Asselian,33.1,-105.9833,-1.40447,-37.3299,275,Algae,,United States,,read more
285,Phrae,,Permian,Lopingian,Changhsingian,18.1167,100.1167,-17.3481,89.0953,265,Calcisponges,,Thailand,34656,read more
286,"Amanda, Adriatic Sea",,Permian,Cisuralian,Sakmarian,45.4167,12.9833,-8.49047,23.6376,267,Tubiphytes,,Italy,,read more
287,Brunnachhöhe,,Carboniferous,Mississippian,Visean,46.8333,13.8,-17.4653,19.3742,271,Corals,,Austria,,read more
288,Zeitz,,Permian,Lopingian,Zechstein 1,51.05,12.1333,16.5155,23.3659,128,Microbes,,Germany,,read more
289,"Hess Ranch and Leonard Mt., Glass Mountains, Texas",Lenox Hills,Permian,Cisuralian,Sakmarian,30.35,-103.2833,-3.89458,-36.3626,272,Bryozoans,,United States,43533,read more
290,"Jiannan well, Hubei",Changxing,Permian,Lopingian,Changhsingian,30.4333,108.5333,9.4979,96.8194,274,Calcisponges,,China,,read more
291,"Huangnitang, Hubei",Changxing,Permian,Lopingian,Changhsingian,30.05,108.9333,9.40642,97.3342,274,Calcisponges,,China,74930,read more
292,"Taiyun, Sichuan",Changxing,Permian,Lopingian,Changhsingian,29.8833,107.9333,8.74567,96.7423,274,Calcisponges,,China,,read more
293,"Yucca Mound, Dry Canyon, New Mexico",Holder,Carboniferous,Pennsylvanian,Virgilian,32.9597,-105.915,-1.92996,-37.6526,275,Algae,,United States,49709,read more
294,Nordkapp Basin I,,Permian,Cisuralian,Asselian,71.4667,26.0167,26.475,17.6832,276,Algae,,Norway,,read more
295,Nordkapp Basin II,,Permian,Cisuralian,Asselian,71.7333,29.3167,27.2711,18.4932,276,Algae,,Norway,,read more
296,Nordkapp Basin III,,Permian,Cisuralian,Artinskian,71.6667,26.5,30.2474,20.4619,276,Tubiphytes,,Norway,,read more
297,Nordkapp Basin IV,,Permian,Cisuralian,Artinskian,72.3333,30,31.3882,21.1123,276,Tubiphytes,,Norway,,read more
298,Nordkapp Basin V,,Permian,Cisuralian,Artinskian,71.5833,32,31.12,22.2059,276,Tubiphytes,,Norway,,read more
299,Nordkapp Basin VI,,Permian,Cisuralian,Kungurian/Kazanian,71.5,27.5,33.9481,24.7301,276,Bryozoans,,Norway,,read more
300,Nordkapp Basin VII,,Permian,Cisuralian,Kungurian/Kazanian,71.5,30,34.3394,25.5638,276,Bryozoans,,Norway,,read more
301,"Kolosseum, Ekmanfjorden, Spitzbergen",Nordenskjöldbreen,Permian,Cisuralian,Asselian,78.7333,14.75,31.4842,10.8582,277,Algae,,Norway,75721,read more
302,"Boltonbreen, Spitzbergen",Wordiekammen,Permian,Cisuralian,Asselian,78.5,17.1333,31.4756,11.4737,277,Algae,,Norway,75722,read more
303,"Bjornoya, Barents Sea",,Permian,Cisuralian,Asselian,74.3333,19.1667,27.9709,14.1258,277,Algae,,Russia,75719,read more
304,Heeseberg,,Triassic,Lower Triassic,Scythian,52.0972,10.8833,17.6594,20.7028,280,Microbes,,Germany,,read more
305,Alytus,,Permian,Lopingian,Zechstein,54.4,24.05,22.4217,29.0038,282,Microbes,,Lithuania,,read more
306,"Jonava, Pashulyai",,Permian,Lopingian,Zechstein,55.0667,24.4167,23.1115,28.8783,282,Microbes,,Lithuania,,read more
307,Silale,,Permian,Lopingian,Zechstein,55.5167,22.1333,22.9301,27.3965,282,Microbes,,Lithuania,,read more
308,Hida Massif,Ichinotani,Permian,Cisuralian,Asselian,36.1667,137.3333,14.6815,106.248,284,Calcisponges,,Japan,75644,read more
309,"Wellman, Horseshoe Atoll, Texas",,Carboniferous,Pennsylvanian,Missourian,33.05,-102.4167,-3.99325,-35.5448,193,Algae,,United States,,read more
310,"Mungerville, Horseshoe Atoll, Texas",,Carboniferous,Pennsylvanian,Missourian,32.7667,-102.0833,-4.42194,-35.5215,286,Bryozoans,,United States,,read more
311,"Martha van Eman, Texas",,Permian,Cisuralian,Asselian,34,-101,-3.08327,-33.4235,287,Algae,,United States,,read more
312,"Ringmauer, Carnic Alps",Auernig,Carboniferous,Pennsylvanian,upper Gzhelian,46.5917,13.1667,-11.028,23.6975,288,Algae,,Austria,24319,read more
313,Val di Puartis,,Carboniferous,Pennsylvanian,lower Kasimovian,46.575,13.1167,-12.4869,23.3673,289,Corals,,Italy,49712,read more
314,"Huangjindong, Hubei",Changxing,Permian,Lopingian,late Changhsingian,29.9833,109.0833,9.43342,97.4797,290,Calcisponges,,China,220873,read more
315,Hydra,,Permian,Cisuralian,upper Asselian,37.3,23.45,-21.4397,23.3413,291,Tubiphytes,,Greece,,read more
316,"Hackberry Draw and Chinaberry Draw, Capitan, Texas",Capitan,Permian,Guadalupian,Capitanian,32.1667,-104.4333,4.43781,-32.8287,1533,Microbes,,United States,47714,read more
317,"Brooks Ranch, Texas",Gaptank,Carboniferous,Pennsylvanian,Virgilian,30.4,-103.0833,-5.42712,-37.2962,318,Stromatoporoids,,United States,,read more
318,"Dugot Mountain, Texas",Cathedral Mountain,Permian,Cisuralian,Kungurian,30.2083,-103.5167,1.65323,-33.3551,294,Bryozoans,,United States,43459,read more
319,"Leonard Mountain, Glass Mts., Texas",Skinner Ranch,Permian,Cisuralian,Leonardian (Hessian),30.3339,-103.2258,1.62632,-33.0754,294,Tubiphytes,,United States,43534,read more
320,"Boone County I, Missouri",Burlington Limestone,Carboniferous,Mississippian,Osagean (Tn3),39,-92.8333,-20.9696,-38.8137,299,Microbes,,United States,,read more
321,"Boone County II, Missouri",Burlington Limestone,Carboniferous,Mississippian,Osagean (Tn3),38.8333,-92.8333,-21.1084,-38.9126,299,Echinoderms,,United States,,read more
322,"Marble Falls, Texas",,Carboniferous,Pennsylvanian,Bashkirian,30.5667,-98.2667,-11.7006,-38.5625,300,Algae,,United States,,read more
323,"Bend, Texas",,Carboniferous,Pennsylvanian,Moscovian,31.0667,-98.5333,-9.01661,-35.7862,300,Algae,,United States,,read more
324,"Elk City, Kansas",,Carboniferous,Pennsylvanian,Missourian,37.2667,-95.8833,-3.67803,-28.7637,204,Algae,,United States,,read more
325,"Wangmo, Guizhou",,Permian,Lopingian,Changhsingian,25.2,106.1,4.02425,98.2625,298,Algae,,China,,read more
326,"Guanchang, Lingyun, Guangxi",Maokou,Permian,Guadalupian,middle-upper Maokouan,24.4167,106.4833,-5.66449,98.9197,298,Calcisponges,,China,36262,read more
327,"Guangnan II, Yunnan",Maokou,Permian,Guadalupian,Maokouan,24.0667,105.0333,-7.68078,97.745,298,Calcisponges,,China,,read more
328,"Tularosa II, New Mexico",Laborcita,Permian,Cisuralian,Asselian,33.1,-105.9833,-1.40447,-37.3299,302,Algae,,United States,34658,read more
329,"Vinton, Texas",,Permian,Cisuralian,Asselian,31.9167,-106.5,-1.92304,-38.263,303,Algae,,United States,75646,read more
330,Ozbak-Kuh,,Carboniferous,Pennsylvanian,Namurian,34.6833,56.9833,-50.2237,65.2836,304,Corals,,Iran,,read more
331,Hasanoglan,,Triassic,Middle Triassic,upper Anisian,40.025,33.1917,18.8349,37.7005,305,Microbes,,Turkey,73816,read more
332,Argolis,,Permian,Lopingian,Dzhulfian,37.35,23.25,-8.47793,27.0539,306,Tubiphytes,,Greece,74974,read more
333,"Big Hatchet Mountains, New Mexico",,Carboniferous,Pennsylvanian,Bashkirian,31.5167,-108.4333,-5.54282,-44.9189,308,Stromatoporoids,,United States,,read more
334,"Portal, Arizona",Horquilla Limestone,Carboniferous,Pennsylvanian,Virgilian,31.9167,-109.15,-1.01563,-40.4294,308,,,United States,,read more
335,"Big Hatchet Mountains II, New Mexico",Horquilla Limestone,Carboniferous,Pennsylvanian,Virgilian,31.5,-108.4333,-1.72621,-40.2281,308,,,United States,,read more
336,"Big Hatchet Mts. III, New Mexico",,Permian,Cisuralian,Wolfcampian,31.5,-108.4333,-0.375444,-39.2721,308,,,United States,,read more
337,"Nena Lucia - Jameson, Nolan County, Texas",Strawn,Carboniferous,Pennsylvanian,Desmoinesian,32.1167,-100.5667,-7.13999,-36.5558,309,Algae,,United States,,read more
338,"Cache Field, Colorado",,Carboniferous,Pennsylvanian,Desmoinesian,37.2333,-108.9667,3.35643,-41.7837,310,Algae,,United States,,read more
339,E-Kansas,,Carboniferous,Pennsylvanian,Desmoinesian,38.5,-94.8333,-4.6256,-29.0153,311,Stromatoporoids,,United States,,read more
340,Rumelange,,Jurassic,Middle Jurassic,lower Bajocian,49.4667,6.0333,38.962,15.6183,313,Corals,,Luxembourg,38549,read more
341,"Grand Lake, Oklahoma",St. Joe,Carboniferous,Mississippian,lower Osagean,36.4,-95,-22.1236,-41.9235,314,Echinoderms,,United States,5614,read more
